"id","name","barcode","list_price","standard_price","categ_id","uom_id"
"__export__.product_template_13615_7d3a35b0","ALEXOPRINE 75 MG CHEWABLE TABLETS 1 STRIP OF 10 TABS 20","","16.0","16.0","All / Medicine","Units"
"__export__.product_template_13616_19ebf3fe","ALEXOQUINE TABS 250 MG 1","","3.5","3.5","All / Medicine","Units"
"__export__.product_template_8750_0451d019","ALEXTOL SUSP 100 MG  5ML 1 100 1","","7.5","7.5","All / Medicine","Units"
"__export__.product_template_8751_32174484","ALFA CORT OINTMENT","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_13617_94a0a1c0","ALFABETEX 160 25 MG TABLETS 7 2","","43.0","43.0","All / Medicine","Units"
"__export__.product_template_13618_038448a2","ALFABETEX F.C.TABS 80  12.5 MG 14 1","","33.0","33.0","All / Medicine","Units"
"__export__.product_template_12961_e311f157","ALFABONID 1MCG 0.5ML SOLN. FOR IV INJ.(AMP OF 0.5ML) 1","","13.8","13.8","All / Medicine","Units"
"__export__.product_template_12962_9008ed32","ALFABONID 1MCG 0.5ML SOLN. FOR IV INJ.(AMP OF 1ML) 1","","25.2","25.2","All / Medicine","Units"
"__export__.product_template_16681_5808979f","ALFABRIMO SOLUT.OPHTH. 0.2 % 1 5 1","","33.6","33.6","All / Medicine","Units"
"__export__.product_template_8752_13a1c481","ALFACARENO 2MCG ORAL DROPS","","65.0","65.0","All / Medicine","Units"
"__export__.product_template_13619_8fdeaafd","ALFACART CAPS 740 MG 1","","30.0","30.0","All / Medicine","Units"
"__export__.product_template_8753_ade3918f","ALFACEF 750MG 5/TAB","","0.0","0.0","All / Medicine","Units"
"__export__.product_template_12963_b9ea2c08","ALFACLINDAMYCIN AMP IM IV 300 MG 5 2 ML 1","","15.6","15.6","All / Medicine","Units"
"__export__.product_template_12964_a67d207c","ALFACLINDAMYCIN AMP IM IV 600 MG 1 4 ML 5","","116.0","116.0","All / Medicine","Units"
"__export__.product_template_13620_cfd561cf","ALFADOPA TABS 250 MG 10 3","","21.0","21.0","All / Medicine","Units"
"__export__.product_template_8754_9a2a71bf","ALFASPECT 750 mg. 7TABS","","43.25","43.25","All / Medicine","Units"
"__export__.product_template_13621_61eb934a","ALFASPECT FILM C.TABS 500 MG 1","","19.2","19.2","All / Medicine","Units"
"__export__.product_template_13622_f7b54c68","ALFATRAL F.C.TABS SR 5 MG 1","","20.4","20.400000000000002","All / Medicine","Units"
"__export__.product_template_8755_c7a315ae","ALGASON 40mg CREAM","","10.5","10.5","All / Medicine","Units"
"__export__.product_template_8756_25f01aaf","ALGESAL CREAM 40GM","","18.0","18.0","All / Medicine","Units"
"__export__.product_template_8757_ed7b82b8","ALGIBAUME CREAM 1 25 1","","4.0","4.0","All / Medicine","Units"
"__export__.product_template_13623_f7f15c5d","ALGICAP SUSP 1 120 1","","10.5","10.5","All / Medicine","Units"
"__export__.product_template_13624_4d86523e","ALIROSA CAPS 10CAP 3","","24.0","24.0","All / Medicine","Units"
"__export__.product_template_8758_66f08b55","ALKA-MISR  10/SACHETS","","10.5","10.5","All / Medicine","Units"
"__export__.product_template_8759_79b1429d","ALKALINE WASH POWD. 12/SACHET","","8.0","8.0","All / Medicine","Units"
"__export__.product_template_8760_5cbbe734","ALKANAZOLE 150 MG 1 / CAPS","","17.64","17.64","All / Medicine","Units"
"__export__.product_template_13625_a8612f0d","ALKAPEZIL FILM C.TABS 5 MG 1","","25.8","25.8","All / Medicine","Units"
